Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,sex_F,age,address_U,famsize_GT3,Pstatus_T,schoolsup_yes,famsup_yes,higher_yes,internet_yes,romantic_yes,G3,y_true,y_pred,signed_error,regression_error
2,1,1,2,0,4,2,3,1,2,5,0,15,15,0,16,1,0,1,0,0,1,1,1,15,15,15.4,-0.4000000000000003,0.4000000000000003
3,3,1,2,0,3,3,3,1,3,3,6,8,7,1,17,1,1,0,0,1,1,1,1,9,9,6.6851,2.3149,2.3149
1,2,1,2,0,3,1,3,1,5,3,4,8,9,0,17,0,1,1,0,0,1,0,0,10,10,8.6238,1.3762000000000008,1.3762000000000008
2,3,1,2,0,4,3,3,1,1,2,10,11,12,1,16,1,1,1,0,0,1,1,0,13,13,12.0373,0.9627,0.9627
1,1,1,2,0,5,3,3,1,1,3,0,8,8,1,17,1,1,1,0,0,1,1,0,9,9,7.7393,1.2607,1.2607
1,2,2,2,0,4,4,4,4,5,5,12,7,8,0,17,1,1,1,0,0,1,1,0,8,8,7.7363,0.2637,0.2637
3,3,1,1,0,4,3,2,3,4,5,8,8,9,0,16,0,1,1,0,1,1,1,0,10,10,8.489,1.5109999999999992,1.5109999999999992
2,3,2,1,0,5,3,3,1,1,3,0,13,14,0,16,1,1,1,0,0,1,1,0,14,14,14.2321,-0.2321000000000008,0.2321000000000008
2,4,1,2,0,4,3,2,1,1,5,0,14,15,1,17,1,0,1,0,0,1,1,1,15,15,15.0852,-0.0852000000000003,0.0852000000000003
4,4,1,1,0,5,2,3,1,2,5,4,17,15,0,17,1,1,1,0,0,1,1,0,16,16,15.4827,0.5173000000000005,0.5173000000000005
3,3,3,1,0,3,3,4,3,5,3,8,9,9,0,16,0,0,1,0,1,1,1,0,10,10,9.2072,0.7927999999999997,0.7927999999999997
4,4,2,1,1,4,2,4,2,3,2,24,18,18,1,17,1,1,1,0,1,1,1,0,18,18,19.0392,-1.039200000000001,1.039200000000001
4,4,1,2,0,4,5,2,1,2,3,0,9,9,1,16,1,0,1,0,1,1,1,0,10,10,8.8333,1.1667000000000003,1.1667000000000003
4,3,1,2,0,4,3,5,1,5,2,2,16,16,1,16,1,1,1,0,1,1,1,0,16,16,16.4659,-0.4659000000000013,0.4659000000000013
2,3,1,2,0,4,4,3,1,3,4,6,8,10,1,16,1,1,1,1,1,1,0,0,10,10,9.9854,0.0145999999999997,0.0145999999999997
1,1,1,2,0,4,4,4,1,3,1,4,9,9,1,17,1,1,1,0,1,1,0,0,10,10,9.0945,0.9055,0.9055
2,2,1,1,0,5,3,2,1,2,3,18,7,6,1,17,0,1,1,0,1,1,1,0,6,6,5.85,0.1500000000000003,0.1500000000000003
2,2,2,4,0,5,3,5,1,1,5,6,10,10,1,16,0,1,1,0,1,1,1,0,11,11,9.9664,1.0336,1.0336
3,4,1,3,1,4,4,3,3,4,5,28,10,9,1,17,1,1,1,0,1,1,1,1,9,9,8.9221,0.0778999999999996,0.0778999999999996
3,1,1,2,3,2,3,3,2,2,4,5,7,7,1,16,1,1,0,0,1,1,1,0,7,7,6.5129,0.4870999999999998,0.4870999999999998
4,3,1,2,0,1,3,2,1,1,1,10,11,12,1,16,1,1,1,0,0,1,1,1,13,13,11.8886,1.1113999999999995,1.1113999999999995
1,1,2,1,0,4,3,2,1,4,5,6,9,9,1,16,1,1,1,0,1,1,0,0,10,10,9.2156,0.7843999999999998,0.7843999999999998
4,3,2,3,0,4,4,2,1,1,4,6,7,7,1,17,0,1,1,0,1,1,1,1,7,7,6.4485,0.5514999999999999,0.5514999999999999
3,3,1,4,0,4,3,3,1,2,3,10,8,8,1,19,1,1,1,0,1,1,1,0,8,8,7.7425,0.2575000000000003,0.2575000000000003
4,4,1,2,0,5,3,5,4,5,3,13,12,12,0,17,1,0,1,0,1,1,1,1,13,13,12.1458,0.8542000000000005,0.8542000000000005
2,2,1,2,0,3,3,4,1,1,4,0,12,13,1,16,1,1,0,1,1,1,1,0,14,14,13.298,0.702,0.702
2,2,1,2,1,4,4,4,2,4,5,15,6,7,0,18,1,1,1,0,1,1,1,0,8,8,6.6805,1.3194999999999997,1.3194999999999997
4,4,1,1,0,5,2,1,1,2,3,12,8,10,1,17,0,0,1,0,1,1,0,0,10,10,9.8244,0.1755999999999993,0.1755999999999993
3,2,2,2,0,4,4,4,1,3,1,2,14,15,1,17,1,0,1,0,0,1,1,0,15,15,15.5556,-0.5556000000000001,0.5556000000000001
4,3,1,2,2,3,4,5,2,4,1,22,6,6,1,17,1,1,1,0,0,1,1,1,4,4,5.568,-1.5679999999999996,1.5679999999999996
3,3,1,2,1,3,2,4,2,4,4,13,6,6,0,18,1,0,1,0,1,1,1,0,8,8,5.8411,2.1589,2.1589
2,3,2,1,0,3,3,3,1,4,3,3,7,7,1,17,1,1,1,0,1,1,0,0,8,8,6.9442,1.0557999999999996,1.0557999999999996
2,2,1,3,0,4,3,3,1,1,4,4,9,10,1,17,1,1,1,0,1,1,1,0,10,10,9.8256,0.1744000000000003,0.1744000000000003
2,1,2,2,0,4,2,5,1,2,5,2,6,6,1,17,0,1,1,0,1,1,1,0,6,6,5.7341,0.2659000000000002,0.2659000000000002
1,1,1,3,1,4,3,4,1,1,5,0,6,5,1,17,1,1,1,0,1,1,0,1,0,0,4.5562,-4.5562,4.5562
2,3,1,2,0,2,3,1,1,1,3,2,16,16,1,16,1,1,1,1,0,1,1,0,17,17,16.49,0.5100000000000016,0.5100000000000016
2,2,2,2,0,3,3,3,5,5,4,0,12,13,0,18,1,1,1,0,1,1,1,0,13,13,12.9694,0.0305999999999997,0.0305999999999997
4,4,1,3,0,5,3,2,1,1,5,0,13,13,1,16,1,1,1,0,1,1,1,0,14,14,12.9328,1.0671999999999997,1.0671999999999997
3,1,1,2,1,5,3,3,1,1,4,16,9,8,1,18,0,1,1,0,0,1,1,1,7,7,7.7373,-0.7373000000000003,0.7373000000000003
3,2,1,2,0,5,3,4,1,3,3,10,16,15,1,17,1,1,1,0,0,1,1,0,15,15,15.5681,-0.5680999999999994,0.5680999999999994
2,3,1,2,0,5,3,3,1,3,3,2,12,11,0,17,1,0,1,0,1,1,1,0,12,12,11.2928,0.7072000000000003,0.7072000000000003
2,1,4,2,0,4,3,2,4,5,3,14,10,8,0,18,1,0,1,1,1,1,1,1,9,9,8.7788,0.2211999999999996,0.2211999999999996
2,1,2,3,0,3,2,3,1,2,3,10,12,10,1,17,1,1,0,0,0,1,1,1,12,12,10.2725,1.7274999999999991,1.7274999999999991
4,3,1,2,0,3,2,3,1,2,3,14,13,13,1,17,1,0,1,0,0,1,1,1,14,14,13.3556,0.6443999999999992,0.6443999999999992
2,2,2,2,0,4,5,2,1,1,1,4,11,11,0,17,0,1,1,0,1,1,1,0,11,11,11.0358,-0.0358,0.0358
4,4,1,2,0,4,5,5,1,3,2,14,11,9,0,17,1,1,1,1,1,1,1,1,9,9,9.3395,-0.3394999999999992,0.3394999999999992
4,4,1,2,0,4,2,4,2,4,1,2,14,13,0,16,1,1,1,0,1,1,1,0,13,13,13.2044,-0.2043999999999997,0.2043999999999997
1,1,2,2,0,3,4,2,1,1,5,18,9,7,0,16,1,0,1,0,1,1,1,0,6,6,7.5764,-1.5763999999999996,1.5763999999999996
3,2,2,3,0,5,3,3,1,3,2,10,11,9,0,16,1,1,1,0,0,1,1,1,10,10,9.1167,0.8833000000000002,0.8833000000000002
2,2,1,2,0,4,4,2,5,5,4,4,14,13,0,17,1,0,1,0,0,1,1,1,13,13,13.0464,-0.0464000000000002,0.0464000000000002
2,1,1,1,0,4,5,2,1,1,5,20,13,12,1,16,1,1,1,0,0,1,1,1,12,12,12.4021,-0.4021000000000008,0.4021000000000008
2,1,3,2,0,2,1,1,1,1,3,2,13,11,1,17,0,1,1,0,0,1,0,0,11,11,11.4182,-0.4182000000000005,0.4182000000000005
2,2,1,2,1,5,5,4,3,5,2,0,7,7,0,18,1,1,1,0,0,0,1,0,0,0,6.7129,-6.7129,6.7129
4,3,2,2,0,2,5,5,1,4,5,14,12,12,0,17,1,0,1,0,0,1,1,1,12,12,12.4439,-0.4438999999999993,0.4438999999999993
4,4,2,2,0,3,3,3,2,3,4,2,10,11,0,17,0,0,0,0,1,1,1,0,12,12,10.8701,1.1298999999999992,1.1298999999999992
4,3,1,1,0,5,4,5,1,1,3,0,6,0,0,16,1,0,1,0,0,1,1,0,0,0,-0.0764,0.0764,0.0764
4,4,1,1,0,5,3,2,1,2,5,0,13,12,0,16,1,1,1,0,0,1,1,0,12,12,11.9819,0.0181000000000004,0.0181000000000004
2,1,2,3,0,4,4,4,1,1,3,0,7,0,1,18,1,1,1,0,1,1,1,1,0,0,-0.0257,0.0257,0.0257
2,1,3,1,0,4,3,3,1,1,4,6,18,18,0,16,1,1,1,0,0,1,1,0,18,18,19.0527,-1.0527000000000015,1.0527000000000015
2,3,2,1,0,5,2,2,1,1,2,4,12,12,0,17,1,1,1,0,0,1,1,0,13,13,12.2229,0.7771000000000008,0.7771000000000008
3,1,1,1,3,5,4,5,5,5,1,16,6,8,0,22,1,1,1,0,0,0,1,1,8,8,7.6352,0.3647999999999998,0.3647999999999998
3,3,1,2,1,4,3,3,1,3,5,8,3,5,0,18,0,0,1,0,1,1,1,1,5,5,4.1473,0.8526999999999996,0.8526999999999996
0,2,1,1,0,4,3,2,2,4,5,0,13,15,0,16,1,1,1,0,0,1,1,0,15,15,14.9965,0.0035000000000007,0.0035000000000007
3,2,2,1,1,4,4,5,2,4,5,0,6,8,0,18,1,1,1,0,0,0,1,0,8,8,7.8591,0.1409000000000002,0.1409000000000002
3,3,3,2,0,5,3,3,1,3,2,6,7,10,0,16,1,1,1,1,1,1,1,0,10,10,10.1054,-0.1053999999999995,0.1053999999999995
2,1,1,1,1,3,2,5,2,5,5,4,6,9,0,18,1,1,1,0,0,0,1,0,8,8,8.836,-0.8360000000000003,0.8360000000000003
2,1,2,1,0,3,3,2,1,3,3,0,8,9,0,16,0,1,1,0,0,1,0,0,8,8,8.754,-0.7539999999999996,0.7539999999999996
2,1,1,1,0,4,4,2,2,4,5,0,8,12,0,17,0,1,1,0,0,1,1,0,12,12,11.3316,0.6684000000000001,0.6684000000000001
1,1,2,1,1,4,4,4,1,2,5,2,7,9,0,17,1,0,1,0,1,1,1,0,8,8,9.0635,-1.0634999999999994,1.0634999999999994
4,2,1,4,0,4,2,3,1,1,4,6,14,12,1,17,1,0,1,0,1,1,1,0,13,13,12.491,0.5090000000000003,0.5090000000000003
4,3,1,2,0,4,3,1,1,1,1,12,11,11,0,19,1,0,0,0,1,1,1,0,11,11,11.2374,-0.2373999999999991,0.2373999999999991
2,1,1,2,0,5,2,4,1,2,4,8,15,14,0,18,1,1,1,0,0,1,1,0,14,14,14.529,-0.5289999999999999,0.5289999999999999
2,2,1,4,0,3,4,1,1,1,2,0,10,9,1,17,1,0,1,0,0,1,1,1,0,0,8.7685,-8.7685,8.7685
4,3,1,2,0,3,1,2,1,3,2,21,17,18,1,18,1,1,1,0,1,1,1,1,18,18,18.6593,-0.6593000000000018,0.6593000000000018
4,3,1,2,0,4,3,2,1,1,3,2,8,8,0,18,1,1,1,0,1,1,1,0,8,8,7.6745,0.3254999999999999,0.3254999999999999
3,2,1,3,0,5,3,2,1,1,3,1,13,12,0,18,0,1,1,0,0,1,0,0,12,12,11.9257,0.0742999999999991,0.0742999999999991
3,3,1,3,0,3,2,3,1,1,4,4,10,9,1,17,1,1,1,0,0,1,0,0,9,9,8.9018,0.0982000000000002,0.0982000000000002
2,2,1,3,0,4,3,3,1,1,3,0,9,10,1,18,1,1,1,0,1,1,1,1,0,0,9.659,-9.659,9.659
3,4,2,2,0,4,2,5,3,4,1,13,17,17,0,18,0,0,0,0,1,1,1,0,17,17,17.7635,-0.7635000000000005,0.7635000000000005
3,1,1,2,0,5,4,4,3,4,5,2,9,9,0,17,1,1,1,0,0,1,1,1,10,10,8.581,1.4190000000000005,1.4190000000000005
4,4,2,2,0,4,3,4,2,2,4,8,12,10,1,18,0,1,1,0,0,1,1,0,11,11,10.0345,0.9655000000000004,0.9655000000000004
4,2,1,2,0,5,4,5,1,3,5,10,10,9,0,18,1,1,1,0,1,1,1,1,10,10,9.0264,0.9735999999999994,0.9735999999999994
2,1,2,2,0,4,3,5,1,2,3,0,6,0,1,18,0,1,1,0,1,0,1,1,0,0,0.0502,-0.0502,0.0502
3,3,1,2,2,4,3,5,3,3,5,15,9,9,1,19,1,1,1,0,1,1,1,0,9,9,8.6932,0.3068000000000008,0.3068000000000008
2,3,1,4,0,4,5,5,1,3,2,4,15,14,1,18,1,1,1,0,1,1,1,1,14,14,14.0144,-0.0144000000000001,0.0144000000000001
1,1,2,2,0,4,4,3,1,1,3,2,11,11,1,18,1,0,1,0,1,1,0,0,11,11,11.5985,-0.5984999999999996,0.5984999999999996
1,2,1,2,0,3,5,2,2,2,1,2,15,14,0,17,0,1,1,0,1,1,0,1,14,14,14.4429,-0.4428999999999998,0.4428999999999998
2,4,2,2,0,4,3,3,1,1,1,2,10,10,1,17,1,1,1,0,1,1,1,1,10,10,10.0324,-0.0324000000000008,0.0324000000000008
2,2,2,2,0,4,4,4,2,3,5,6,12,12,1,17,1,0,1,1,1,1,1,1,12,12,12.108,-0.1080000000000005,0.1080000000000005
3,2,2,2,0,4,1,1,1,1,5,75,10,9,1,18,0,1,0,0,0,0,1,1,9,9,10.4664,-1.4664,1.4664
4,4,2,1,0,3,2,4,1,4,3,22,9,9,0,18,1,1,1,0,0,1,1,0,9,9,9.4813,-0.4812999999999992,0.4812999999999992
4,4,1,2,1,2,4,4,1,1,4,15,9,8,1,18,1,1,1,1,1,1,1,1,8,8,7.4675,0.5324999999999998,0.5324999999999998
4,3,2,1,0,4,2,3,1,2,1,8,10,11,0,18,1,0,1,0,0,1,1,0,10,10,11.3613,-1.3613,1.3613
4,1,2,1,0,4,5,4,2,4,5,30,8,8,0,17,1,0,0,0,0,1,1,1,8,8,8.6444,-0.6443999999999992,0.6443999999999992
3,2,1,1,1,4,4,4,3,4,3,19,11,9,0,17,1,0,0,0,0,1,1,0,10,10,9.5898,0.4101999999999997,0.4101999999999997
1,1,2,4,0,5,2,2,1,1,3,1,12,12,1,18,0,0,1,0,1,1,0,0,12,12,12.5661,-0.5661000000000005,0.5661000000000005
1,1,2,2,0,5,4,4,1,1,4,4,8,9,1,18,1,1,1,1,0,1,1,0,10,10,8.9324,1.0676000000000003,1.0676000000000003
2,2,1,2,0,5,4,5,1,2,5,4,10,9,1,17,1,1,1,0,1,1,1,0,11,11,9.1772,1.8228000000000009,1.8228000000000009
1,1,1,2,0,4,3,3,1,2,4,2,12,10,0,17,1,1,1,0,0,1,1,0,11,11,10.3157,0.6843000000000004,0.6843000000000004
2,2,1,3,0,4,3,3,1,2,2,5,18,18,1,18,1,1,1,0,1,1,1,0,19,19,18.6328,0.3672000000000004,0.3672000000000004
1,1,1,3,0,4,3,3,1,1,3,6,13,12,1,17,1,1,1,0,1,1,1,0,12,12,12.4096,-0.4095999999999993,0.4095999999999993
2,1,1,3,0,4,2,4,1,3,2,6,15,14,0,18,1,1,1,0,0,1,1,0,14,14,14.5377,-0.5376999999999992,0.5376999999999992
4,4,1,2,0,5,4,3,1,1,2,9,15,13,0,18,1,0,0,0,1,1,1,0,15,15,13.7985,1.2014999999999991,1.2014999999999991
4,2,1,2,0,4,3,2,1,4,5,11,12,11,0,18,1,1,1,0,1,1,1,1,11,11,11.3721,-0.3720999999999996,0.3720999999999996
4,3,1,3,0,4,2,2,1,2,3,0,15,15,1,17,1,1,1,0,1,1,1,0,15,15,15.2976,-0.2975999999999992,0.2975999999999992
2,1,1,2,1,5,4,3,1,1,5,12,12,12,1,18,1,0,1,0,0,1,1,1,13,13,11.9111,1.0889000000000006,1.0889000000000006
3,1,2,4,0,3,1,2,1,1,3,6,18,18,1,17,0,0,1,0,1,1,0,0,18,18,18.9001,-0.9000999999999983,0.9000999999999983
3,2,2,3,0,5,4,2,1,1,4,8,14,13,0,18,0,0,1,0,1,1,1,0,14,14,13.4645,0.5355000000000008,0.5355000000000008
3,3,1,1,0,4,4,3,1,3,5,4,14,12,0,17,1,1,1,0,1,1,1,0,11,11,12.5212,-1.5212000000000003,1.5212000000000003
4,4,2,2,0,2,3,4,2,3,2,0,10,9,1,19,1,1,1,0,1,1,1,0,0,0,9.0297,-9.0297,9.0297
4,3,2,2,0,4,4,5,1,2,2,10,10,8,1,18,1,0,1,0,1,1,1,1,8,8,8.2257,-0.2256999999999998,0.2256999999999998
4,3,1,4,0,4,3,3,1,1,3,0,14,13,1,18,1,1,1,0,1,1,1,0,14,14,13.0294,0.9705999999999992,0.9705999999999992
4,4,1,1,0,1,4,2,2,2,1,5,16,15,0,18,1,0,1,0,1,1,1,1,16,16,15.1941,0.8058999999999994,0.8058999999999994
4,4,1,2,0,4,2,4,1,1,4,14,12,10,1,18,1,0,0,0,1,1,1,1,11,11,10.519,0.4809999999999998,0.4809999999999998
4,4,2,1,0,4,1,1,2,2,5,0,11,11,0,17,1,0,1,0,0,1,1,0,10,10,11.1642,-1.1641999999999992,1.1641999999999992
4,2,2,3,0,4,3,3,1,1,3,0,15,12,1,17,1,1,1,0,1,1,1,0,14,14,12.5236,1.4764,1.4764
3,2,1,4,0,5,2,2,1,2,5,0,17,17,1,17,1,1,1,0,1,1,1,0,18,18,17.3826,0.6174,0.6174
3,3,1,2,1,4,4,4,1,1,3,20,15,14,0,19,1,1,1,0,1,1,1,1,13,13,14.2665,-1.2665000000000006,1.2665000000000006
2,4,1,2,1,4,4,3,1,1,3,8,14,12,1,18,1,1,1,0,1,1,1,0,12,12,12.1737,-0.1737000000000002,0.1737000000000002
3,2,1,1,0,5,5,3,1,1,5,0,17,18,0,20,1,1,0,0,0,1,0,0,18,18,18.8077,-0.8077000000000005,0.8077000000000005
4,4,2,1,1,4,3,4,1,1,4,38,8,9,0,19,1,1,1,0,1,1,1,1,8,8,9.2544,-1.2544000000000004,1.2544000000000004
3,3,1,2,1,4,5,3,1,2,5,0,15,12,0,19,0,1,1,0,0,1,0,1,12,12,11.9967,0.0032999999999994,0.0032999999999994
1,1,1,2,1,4,4,3,1,3,3,18,12,10,1,19,1,0,1,1,1,1,1,0,10,10,10.4884,-0.4884000000000004,0.4884000000000004
1,2,1,2,1,4,2,4,2,2,3,0,9,9,1,19,1,0,1,0,0,1,0,1,0,0,8.8245,-8.8245,8.8245
2,1,3,2,0,3,4,1,1,1,2,20,14,12,1,19,1,1,1,0,1,0,1,1,13,13,12.7619,0.2380999999999993,0.2380999999999993
1,2,1,2,1,4,5,2,2,2,4,3,13,11,0,19,1,1,1,0,0,1,1,0,11,11,10.9468,0.0532000000000003,0.0532000000000003
3,2,2,2,1,4,2,2,1,2,1,22,13,10,1,19,1,0,1,0,1,1,1,1,11,11,10.777,0.2230000000000007,0.2230000000000007
1,1,1,3,2,4,1,2,1,1,3,14,15,13,1,19,1,1,1,0,0,1,1,1,13,13,13.1378,-0.1378000000000003,0.1378000000000003
2,3,1,3,1,4,1,2,1,1,3,40,13,11,1,19,0,1,1,0,0,1,1,1,11,11,11.4838,-0.4838000000000004,0.4838000000000004
2,1,2,2,0,5,3,3,1,2,1,0,8,8,1,18,1,1,1,0,1,1,1,0,0,0,8.3775,-8.3775,8.3775
4,3,1,3,0,4,3,4,1,1,5,9,9,10,1,18,1,1,1,0,1,1,1,1,9,9,9.6599,-0.6599000000000004,0.6599000000000004
3,4,1,3,0,4,3,4,2,5,5,0,11,11,1,17,0,1,1,0,1,1,1,0,10,10,10.8983,-0.8983000000000008,0.8983000000000008
4,4,1,2,0,4,4,4,3,3,5,2,11,11,1,18,1,1,1,0,1,1,1,0,11,11,10.8553,0.1447000000000002,0.1447000000000002
4,3,1,2,0,5,2,2,1,2,5,23,13,13,1,17,1,1,0,0,1,1,1,1,13,13,13.8295,-0.8294999999999995,0.8294999999999995
2,2,1,3,0,3,3,2,2,2,3,3,11,11,1,17,0,0,1,0,1,1,1,0,11,11,10.9948,0.0052000000000003,0.0052000000000003
3,1,1,3,0,3,4,3,2,3,5,1,12,14,1,17,1,1,1,0,1,1,1,0,15,15,13.9053,1.0946999999999996,1.0946999999999996
0,2,2,3,0,3,3,3,2,3,2,0,16,15,1,17,1,0,1,0,0,1,1,0,15,15,15.416,-0.4160000000000003,0.4160000000000003
4,4,1,3,0,4,3,3,2,2,3,3,9,12,0,18,1,1,1,0,0,1,1,0,11,11,11.4646,-0.4646000000000008,0.4646000000000008
3,3,1,1,0,4,3,5,3,5,5,3,14,15,0,17,1,1,1,0,0,1,1,0,16,16,15.2125,0.7874999999999996,0.7874999999999996
2,2,4,1,0,4,4,5,5,5,4,8,11,10,0,17,0,1,1,0,1,1,1,0,10,10,10.6917,-0.6917000000000009,0.6917000000000009
4,4,1,3,0,5,4,4,1,3,4,7,10,9,1,17,1,1,1,0,1,1,1,0,9,9,9.0237,-0.0236999999999998,0.0236999999999998
4,4,2,3,0,4,3,3,1,2,4,4,14,14,1,17,1,1,1,0,1,1,1,1,14,14,14.0859,-0.0859000000000005,0.0859000000000005
2,2,1,4,0,4,5,5,2,4,5,2,9,8,0,18,1,0,1,0,1,1,1,0,8,8,7.7432,0.2568000000000001,0.2568000000000001
2,4,1,3,0,4,4,3,1,1,5,7,12,14,1,17,0,1,1,0,1,1,1,1,14,14,13.6326,0.3673999999999999,0.3673999999999999
3,3,1,2,0,5,3,4,1,1,4,0,7,0,1,18,1,1,1,0,0,1,1,0,0,0,0.059,-0.059,0.059
2,2,1,2,0,4,3,3,1,1,2,0,8,8,1,18,1,0,1,0,0,1,1,1,0,0,7.6953,-7.6953,7.6953
2,2,2,4,0,4,4,4,1,1,4,0,10,9,1,18,0,1,1,0,0,1,0,0,0,0,8.9618,-8.9618,8.9618
3,4,1,3,0,4,4,5,1,3,5,16,16,15,1,17,1,1,1,0,0,1,1,0,15,15,15.2832,-0.2832000000000008,0.2832000000000008
3,1,1,3,1,5,4,3,1,2,5,12,14,13,1,19,0,1,0,0,0,1,0,0,13,13,13.6388,-0.6387999999999998,0.6387999999999998
3,2,1,2,0,4,3,2,2,3,2,0,7,8,1,17,1,1,1,0,1,1,1,1,0,0,7.7914,-7.7914,7.7914
3,3,1,4,0,5,3,3,1,1,1,7,16,15,1,18,1,0,1,0,1,1,1,0,17,17,15.4321,1.5678999999999998,1.5678999999999998
3,2,1,2,0,4,3,3,2,3,2,4,9,10,1,17,0,1,0,0,1,1,1,0,10,10,10.3663,-0.3663000000000007,0.3663000000000007
2,1,1,3,1,4,3,4,1,3,3,4,11,12,1,19,1,1,1,0,0,1,1,1,11,11,11.6862,-0.6861999999999995,0.6861999999999995
4,4,1,2,1,4,3,3,2,2,2,0,10,10,0,18,1,1,1,0,1,1,1,0,0,0,9.7431,-9.7431,9.7431
3,4,1,2,0,4,3,3,1,3,5,11,16,15,0,18,1,0,1,0,0,1,1,1,15,15,15.2563,-0.2562999999999995,0.2562999999999995
2,2,1,2,1,3,3,1,1,2,4,0,9,8,1,17,1,1,0,0,1,1,1,1,0,0,7.989,-7.989,7.989
2,3,1,3,0,4,3,3,1,2,3,4,11,10,1,18,1,1,1,0,1,1,1,0,10,10,10.141,-0.141,0.141
3,2,1,3,0,5,4,3,2,3,1,7,13,13,1,18,1,1,1,0,0,1,1,1,14,14,13.0654,0.9345999999999997,0.9345999999999997
4,3,1,3,0,5,3,2,1,2,4,9,16,15,0,18,0,1,1,0,0,1,1,1,16,16,15.179,0.8209999999999997,0.8209999999999997
4,3,1,3,0,5,4,5,2,3,5,0,10,10,0,18,1,1,1,0,1,1,1,1,9,9,9.6495,-0.6494999999999997,0.6494999999999997
4,3,1,3,0,4,4,3,1,3,4,0,13,15,1,17,1,1,1,0,1,1,1,1,15,15,14.7783,0.2217000000000002,0.2217000000000002
3,2,2,1,1,2,5,5,5,5,5,10,11,13,0,18,0,1,1,0,1,1,1,0,13,13,12.8416,0.1584000000000003,0.1584000000000003
1,1,3,2,3,5,4,4,3,3,2,8,8,7,0,19,0,1,1,0,0,1,1,0,8,8,6.729,1.271,1.271
3,3,2,2,0,4,5,4,2,3,3,2,13,13,0,17,1,1,1,0,1,1,1,0,13,13,13.2572,-0.2571999999999992,0.2571999999999992
1,3,1,1,1,4,3,3,2,3,3,7,8,7,0,18,1,0,1,0,0,0,1,1,8,8,6.6063,1.3937,1.3937
1,1,3,1,1,4,4,4,3,3,5,4,8,8,0,19,0,1,1,0,1,1,1,0,8,8,8.1288,-0.1288,0.1288
4,3,2,2,0,4,5,5,1,3,2,4,13,11,0,17,0,1,1,0,1,1,1,1,11,11,11.2483,-0.2483000000000004,0.2483000000000004
3,3,1,2,0,5,3,4,1,1,5,0,10,9,1,18,1,1,1,0,1,1,0,1,9,9,9.1269,-0.1268999999999991,0.1268999999999991
4,4,2,2,0,4,3,3,1,2,5,4,12,13,1,17,0,1,1,0,1,1,1,0,13,13,13.1258,-0.1257999999999999,0.1257999999999999
3,2,2,2,0,1,2,3,1,2,5,2,12,12,1,17,1,0,0,0,0,1,0,1,11,11,12.4077,-1.4077000000000002,1.4077000000000002
1,1,2,1,0,3,3,2,1,2,3,4,10,10,0,18,1,0,1,0,0,1,1,1,10,10,10.2005,-0.2004999999999999,0.2004999999999999
1,1,2,3,0,5,3,2,1,1,4,0,18,16,1,18,1,0,1,0,0,1,1,0,16,16,16.6747,-0.6747000000000014,0.6747000000000014
1,4,3,2,0,4,3,4,1,4,5,0,13,13,1,18,0,0,0,0,0,1,0,1,13,13,13.6476,-0.6476000000000006,0.6476000000000006
1,1,2,2,1,4,4,3,2,3,5,2,13,12,0,18,0,0,1,0,0,0,0,0,12,12,12.1962,-0.1961999999999992,0.1961999999999992
3,3,2,2,0,4,3,2,1,3,3,0,11,11,1,18,1,1,1,0,1,1,1,1,10,10,11.1596,-1.1595999999999993,1.1595999999999993
4,4,1,2,0,2,3,4,1,1,1,0,16,15,1,17,1,0,1,0,1,1,1,1,15,15,15.0795,-0.0794999999999994,0.0794999999999994
1,2,2,2,0,3,2,2,1,2,3,0,12,11,1,17,0,1,1,0,0,1,0,0,12,12,11.5391,0.4609000000000005,0.4609000000000005
1,3,2,2,0,3,3,4,2,4,3,4,10,10,0,18,0,1,1,0,1,1,0,0,10,10,10.4741,-0.4740999999999999,0.4740999999999999
4,4,2,3,0,4,2,2,2,2,5,0,13,13,0,18,1,0,1,0,0,1,1,1,13,13,12.787,0.2129999999999992,0.2129999999999992
1,1,3,1,1,5,2,1,1,2,1,0,7,6,1,17,0,1,1,0,1,1,1,1,0,0,6.3386,-6.3386,6.3386
2,3,2,1,0,5,2,3,1,2,4,0,11,10,1,18,1,1,1,0,1,1,1,1,10,10,10.3886,-0.3886000000000003,0.3886000000000003
4,4,3,2,0,3,2,2,4,2,5,10,14,12,1,18,0,1,1,0,1,1,1,1,11,11,12.332,-1.3320000000000007,1.3320000000000007
3,2,2,2,2,3,2,2,1,1,3,4,7,7,1,19,1,0,1,0,0,1,0,1,9,9,6.6243,2.3757,2.3757
1,2,3,1,0,4,3,3,2,3,3,3,14,12,0,18,0,0,1,0,1,0,1,1,12,12,12.6055,-0.6054999999999993,0.6054999999999993
2,2,1,3,0,3,4,3,1,1,3,8,13,11,1,17,1,1,1,0,0,1,0,1,11,11,11.1955,-0.1954999999999991,0.1954999999999991
1,2,1,1,0,3,5,5,1,3,1,14,6,5,1,17,0,1,1,0,0,1,1,0,5,5,5.0549,-0.0548999999999999,0.0548999999999999
4,4,2,3,0,5,4,4,1,1,1,0,19,18,1,18,0,0,1,0,0,1,1,0,19,19,18.3681,0.6319000000000017,0.6319000000000017
