age,priors_count,sex,race,true_class,predicted_class,errors
54,6,Male,African-American,1,0,1
48,1,Male,Hispanic,1,0,1
28,18,Male,African-American,1,1,0
33,3,Male,Caucasian,1,1,0
27,0,Male,Other,0,1,1
39,0,Male,African-American,0,0,0
27,2,Male,African-American,0,1,1
25,15,Male,African-American,1,1,0
20,0,Male,African-American,0,0,0
22,1,Male,African-American,1,1,0
20,0,Male,African-American,1,0,1
26,7,Male,African-American,1,1,0
43,1,Male,Caucasian,0,0,0
21,0,Male,Hispanic,1,1,0
40,0,Female,Caucasian,0,0,0
40,3,Female,Caucasian,1,1,0
22,2,Male,African-American,1,0,1
23,1,Male,African-American,0,1,1
21,0,Male,African-American,0,0,0
45,4,Male,Hispanic,0,0,0
24,9,Male,Other,1,1,0
25,8,Male,African-American,0,1,1
36,5,Male,Caucasian,0,0,0
24,1,Male,Hispanic,0,0,0
67,0,Male,Caucasian,0,0,0
42,2,Female,Other,0,0,0
21,1,Male,African-American,1,0,1
30,1,Male,Caucasian,0,1,1
33,2,Male,African-American,1,1,0
30,0,Male,Caucasian,0,0,0
26,2,Male,African-American,0,0,0
23,1,Male,Caucasian,0,1,1
27,5,Male,African-American,1,0,1
45,1,Male,Hispanic,0,0,0
24,0,Male,African-American,0,0,0
24,4,Female,African-American,1,1,0
43,0,Male,African-American,0,1,1
36,0,Female,African-American,0,0,0
51,1,Male,Caucasian,0,0,0
29,0,Male,African-American,0,1,1
30,0,Male,African-American,1,0,1
37,1,Male,Caucasian,1,0,1
26,0,Male,Caucasian,0,1,1
61,2,Male,African-American,0,1,1
26,5,Male,African-American,1,1,0
31,7,Male,African-American,1,0,1
28,0,Female,Caucasian,0,0,0
59,5,Male,African-American,0,0,0
30,5,Male,African-American,1,1,0
23,5,Male,Caucasian,1,1,0
34,19,Male,African-American,1,0,1
20,1,Male,African-American,1,1,0
48,1,Male,Caucasian,0,0,0
53,1,Male,Caucasian,0,1,1
38,1,Male,Caucasian,1,0,1
27,8,Male,African-American,0,1,1
35,0,Male,Caucasian,0,0,0
31,5,Male,Caucasian,1,1,0
48,3,Male,Caucasian,0,0,0
35,0,Female,African-American,0,0,0
51,0,Male,African-American,1,1,0
65,1,Female,Caucasian,1,0,1
54,0,Male,African-American,0,0,0
37,9,Male,Hispanic,0,1,1
33,3,Male,Caucasian,1,0,1
35,16,Male,Caucasian,1,1,0
39,2,Male,Caucasian,1,0,1
33,3,Male,African-American,1,0,1
29,2,Male,Caucasian,0,1,1
22,2,Male,African-American,1,1,0
55,1,Male,Hispanic,1,0,1
53,10,Female,African-American,1,0,1
42,1,Male,African-American,1,0,1
42,1,Female,African-American,0,0,0
25,0,Male,African-American,0,0,0
29,0,Male,African-American,0,0,0
27,0,Male,Other,0,0,0
55,5,Male,African-American,1,0,1
30,2,Male,African-American,0,0,0
57,9,Male,Caucasian,1,1,0
31,0,Male,Caucasian,1,0,1
39,0,Male,Caucasian,0,0,0
55,3,Male,African-American,1,0,1
51,0,Male,African-American,1,0,1
34,3,Male,African-American,1,0,1
45,1,Male,Hispanic,0,0,0
21,1,Male,Caucasian,0,1,1
56,1,Male,Caucasian,0,0,0
28,1,Male,African-American,0,0,0
45,13,Male,African-American,1,0,1
29,5,Female,African-American,1,0,1
36,1,Male,Caucasian,1,1,0
33,0,Male,African-American,1,0,1
36,0,Male,African-American,0,0,0
32,0,Male,African-American,1,0,1
26,2,Male,African-American,0,0,0
52,0,Male,African-American,0,1,1
43,0,Male,African-American,1,0,1
37,5,Male,Caucasian,0,0,0
30,4,Male,Other,1,0,1
29,2,Male,African-American,0,0,0
31,10,Female,African-American,0,0,0
30,0,Male,African-American,0,0,0
34,5,Male,African-American,1,1,0
30,7,Male,African-American,1,1,0
53,2,Male,African-American,0,0,0
22,0,Male,African-American,1,1,0
39,4,Female,Caucasian,1,1,0
39,0,Male,Caucasian,1,0,1
40,4,Male,Other,1,0,1
25,1,Male,Caucasian,0,0,0
36,0,Male,African-American,0,0,0
27,10,Male,African-American,0,1,1
31,6,Male,African-American,0,1,1
31,1,Male,Caucasian,0,1,1
27,2,Male,Hispanic,0,0,0
25,1,Male,African-American,0,0,0
27,0,Male,Other,0,0,0
36,1,Male,Caucasian,0,0,0
40,4,Male,Caucasian,0,1,1
24,6,Male,Caucasian,0,1,1
27,6,Male,African-American,1,1,0
38,2,Male,Caucasian,0,0,0
25,0,Male,African-American,0,0,0
21,1,Male,African-American,1,1,0
26,6,Male,African-American,0,1,1
33,4,Male,Caucasian,0,0,0
20,1,Male,Caucasian,1,1,0
61,29,Male,African-American,1,1,0
32,13,Male,African-American,1,1,0
25,4,Male,African-American,1,1,0
21,1,Male,Caucasian,1,0,1
49,29,Male,African-American,1,1,0
49,1,Male,African-American,1,0,1
21,0,Male,African-American,0,1,1
21,0,Male,Caucasian,1,0,1
39,0,Male,Caucasian,0,1,1
21,0,Male,Caucasian,0,1,1
46,1,Male,Caucasian,0,0,0
45,0,Male,Other,0,0,0
26,2,Male,Caucasian,1,1,0
33,3,Female,African-American,0,0,0
42,0,Male,African-American,0,1,1
49,7,Male,Other,1,0,1
44,1,Male,African-American,0,0,0
21,2,Male,Caucasian,1,1,0
25,1,Male,Hispanic,1,0,1
29,0,Male,Caucasian,1,0,1
28,1,Male,African-American,1,0,1
29,1,Male,African-American,1,0,1
35,7,Male,Hispanic,0,0,0
28,7,Female,Caucasian,1,1,0
53,0,Female,Caucasian,0,0,0
35,0,Male,African-American,0,0,0
31,2,Female,Caucasian,1,1,0
21,0,Male,African-American,1,0,1
60,3,Male,Caucasian,0,0,0
25,9,Male,Caucasian,0,1,1
21,1,Male,African-American,1,1,0
21,1,Male,African-American,1,1,0
34,1,Female,Hispanic,0,0,0
25,0,Male,African-American,1,0,1
36,1,Male,Other,1,0,1
36,3,Female,Caucasian,0,0,0
22,1,Male,African-American,1,0,1
24,0,Male,African-American,0,0,0
26,0,Male,Other,1,0,1
33,23,Male,African-American,1,1,0
48,1,Male,Hispanic,0,0,0
26,20,Male,African-American,1,1,0
32,9,Male,African-American,0,1,1
55,4,Male,Other,0,0,0
27,4,Male,African-American,1,0,1
24,1,Female,Hispanic,0,0,0
55,17,Male,African-American,1,1,0
30,4,Female,Hispanic,1,1,0
20,1,Male,African-American,1,1,0
24,1,Female,African-American,0,0,0
27,2,Male,African-American,1,1,0
35,4,Male,African-American,1,0,1
27,1,Male,Caucasian,0,0,0
26,0,Female,African-American,0,0,0
52,0,Male,African-American,1,1,0
25,1,Male,Hispanic,0,0,0
44,0,Male,African-American,1,0,1
26,6,Male,African-American,0,1,1
24,0,Male,African-American,1,0,1
42,1,Male,Caucasian,1,1,0
53,3,Male,African-American,1,0,1
42,1,Male,African-American,0,0,0
32,11,Male,Caucasian,0,1,1
36,1,Male,Caucasian,0,0,0
31,1,Male,African-American,0,1,1
25,9,Male,Caucasian,1,1,0
43,0,Male,Caucasian,1,1,0
26,3,Female,Caucasian,1,1,0
39,1,Female,African-American,0,0,0
30,6,Male,Asian,0,0,0
34,5,Female,African-American,0,0,0
24,1,Male,African-American,1,0,1
29,6,Male,African-American,0,1,1
37,7,Male,African-American,0,1,1
41,0,Male,African-American,0,0,0
21,0,Male,African-American,1,1,0
29,5,Male,African-American,1,1,0
32,0,Male,African-American,0,0,0
26,0,Female,Caucasian,0,0,0
21,1,Male,Caucasian,0,0,0
38,2,Male,Other,0,0,0
26,3,Male,African-American,0,1,1
25,4,Female,African-American,1,1,0
21,0,Male,African-American,1,1,0
28,4,Male,Caucasian,1,1,0
64,13,Male,African-American,0,1,1
34,0,Female,African-American,0,1,1
26,4,Female,Caucasian,1,0,1
44,13,Male,Caucasian,1,1,0
20,0,Male,African-American,1,1,0
53,0,Female,Caucasian,0,0,0
53,1,Male,Caucasian,0,1,1
40,23,Male,African-American,1,0,1
23,0,Male,Caucasian,0,0,0
54,1,Female,Caucasian,0,0,0
22,3,Male,African-American,1,1,0
22,0,Male,African-American,0,1,1
48,9,Male,African-American,1,1,0
83,4,Male,Caucasian,0,1,1
28,3,Male,African-American,0,1,1
24,0,Female,African-American,0,1,1
35,0,Male,African-American,0,0,0
42,0,Female,Caucasian,0,1,1
20,0,Male,Caucasian,0,1,1
25,5,Male,African-American,0,1,1
30,0,Male,Caucasian,0,0,0
28,3,Male,Caucasian,0,0,0
25,9,Male,African-American,0,0,0
58,21,Male,African-American,1,1,0
42,0,Male,Caucasian,0,0,0
25,1,Male,African-American,0,0,0
21,0,Male,Asian,1,0,1
43,6,Male,African-American,1,1,0
37,2,Male,African-American,0,1,1
77,1,Male,Caucasian,0,1,1
42,9,Male,African-American,1,1,0
61,9,Male,African-American,0,1,1
45,0,Female,Caucasian,0,0,0
64,0,Male,African-American,0,1,1
21,2,Male,Caucasian,0,1,1
27,4,Male,African-American,1,1,0
43,0,Male,Caucasian,0,0,0
60,2,Male,Caucasian,0,0,0
21,0,Male,African-American,0,0,0
43,2,Female,African-American,0,0,0
35,1,Male,African-American,0,0,0
39,4,Male,African-American,0,1,1
27,17,Male,African-American,1,1,0
33,2,Female,Hispanic,0,0,0
45,1,Female,Caucasian,0,0,0
32,2,Male,African-American,0,0,0
66,0,Male,Caucasian,0,0,0
26,4,Female,Other,1,1,0
38,0,Male,Hispanic,0,0,0
28,0,Male,Other,0,0,0
26,4,Male,African-American,1,0,1
23,5,Male,Caucasian,1,1,0
23,1,Male,African-American,0,1,1
43,8,Male,African-American,0,0,0
44,1,Male,Caucasian,0,1,1
38,1,Male,African-American,1,0,1
23,3,Male,African-American,1,1,0
27,0,Male,Other,1,0,1
32,10,Male,African-American,1,1,0
22,2,Male,African-American,1,1,0
35,1,Male,African-American,0,1,1
24,0,Male,Other,0,0,0
22,1,Male,African-American,0,0,0
36,1,Female,African-American,0,0,0
23,1,Male,African-American,1,1,0
29,4,Male,Other,1,0,1
24,0,Male,Caucasian,0,1,1
28,2,Male,African-American,1,1,0
22,0,Male,Hispanic,1,0,1
48,7,Male,Other,0,0,0
24,1,Male,African-American,0,0,0
55,0,Male,Hispanic,0,0,0
34,0,Male,Caucasian,0,1,1
34,1,Male,Other,1,0,1
47,12,Male,African-American,1,0,1
50,1,Male,African-American,0,0,0
28,7,Female,Caucasian,0,1,1
46,4,Male,Caucasian,0,0,0
38,0,Female,African-American,0,0,0
33,10,Male,Caucasian,0,1,1
38,2,Male,African-American,1,0,1
26,5,Male,African-American,1,1,0
24,0,Female,African-American,0,1,1
37,0,Male,Other,0,1,1
66,1,Male,Caucasian,0,1,1
30,11,Male,Caucasian,1,1,0
56,0,Male,African-American,0,0,0
44,1,Female,Caucasian,1,0,1
28,1,Male,African-American,0,1,1
26,4,Male,Caucasian,1,1,0
26,0,Male,Caucasian,0,1,1
30,3,Female,Caucasian,1,1,0
34,1,Male,African-American,0,0,0
22,0,Female,African-American,0,0,0
47,0,Male,Other,0,0,0
26,0,Male,Hispanic,0,0,0
20,0,Female,Caucasian,0,1,1
37,1,Male,African-American,0,0,0
28,7,Male,African-American,1,1,0
48,20,Male,Caucasian,1,1,0
30,3,Male,Caucasian,0,1,1
45,11,Male,African-American,0,1,1
58,3,Female,African-American,0,0,0
34,5,Male,African-American,0,1,1
35,0,Female,Hispanic,0,0,0
23,1,Female,African-American,1,1,0
54,3,Male,African-American,1,0,1
21,0,Male,Caucasian,0,0,0
41,0,Male,Caucasian,0,0,0
52,6,Female,Caucasian,0,1,1
39,1,Female,African-American,0,0,0
25,0,Male,African-American,1,0,1
28,2,Male,African-American,1,0,1
32,22,Male,African-American,1,1,0
26,1,Male,African-American,0,1,1
37,0,Male,Caucasian,0,1,1
32,3,Male,Caucasian,0,0,0
42,1,Male,African-American,0,0,0
66,1,Male,Caucasian,0,1,1
59,17,Male,African-American,1,1,0
24,4,Male,African-American,1,1,0
43,0,Female,Caucasian,0,0,0
20,0,Male,African-American,0,1,1
30,1,Male,African-American,0,1,1
31,9,Male,African-American,1,1,0
31,6,Male,Caucasian,0,0,0
55,5,Male,African-American,0,1,1
39,9,Male,African-American,0,1,1
24,6,Female,Caucasian,1,1,0
28,8,Male,African-American,1,1,0
65,2,Male,Hispanic,1,0,1
26,0,Male,Caucasian,0,0,0
36,14,Male,African-American,1,0,1
27,5,Male,African-American,1,1,0
19,2,Male,African-American,1,1,0
38,16,Male,African-American,1,1,0
48,2,Male,Caucasian,1,0,1
22,8,Male,African-American,1,1,0
42,6,Male,Other,0,0,0
60,19,Male,African-American,1,1,0
24,0,Male,African-American,0,0,0
20,1,Male,African-American,0,1,1
23,5,Male,African-American,1,1,0
41,4,Male,African-American,1,0,1
41,0,Male,African-American,0,0,0
24,1,Male,Caucasian,0,1,1
27,0,Male,African-American,0,0,0
21,1,Male,Caucasian,0,0,0
29,2,Female,African-American,1,0,1
55,18,Male,Caucasian,1,0,1
37,6,Male,Other,0,1,1
32,8,Male,Caucasian,1,1,0
25,0,Male,African-American,0,0,0
30,9,Male,African-American,1,1,0
33,0,Male,Other,1,0,1
23,0,Male,Caucasian,0,1,1
46,12,Male,Hispanic,1,0,1
32,5,Female,African-American,0,1,1
53,0,Male,Other,0,0,0
20,0,Male,Caucasian,0,1,1
20,0,Male,African-American,1,0,1
24,8,Male,African-American,1,1,0
45,1,Male,Caucasian,0,0,0
41,5,Female,African-American,0,1,1
28,2,Male,African-American,1,1,0
29,4,Male,Caucasian,0,1,1
25,2,Male,African-American,0,0,0
49,0,Male,African-American,0,0,0
27,11,Male,African-American,1,0,1
55,0,Male,Caucasian,0,0,0
34,7,Male,African-American,1,0,1
20,1,Male,Other,1,1,0
55,0,Male,African-American,0,0,0
26,5,Male,African-American,1,1,0
62,8,Male,African-American,0,1,1
26,7,Male,Hispanic,1,0,1
24,0,Male,Hispanic,0,0,0
35,0,Male,African-American,0,0,0
27,2,Male,African-American,0,1,1
52,20,Male,Hispanic,0,1,1
38,2,Male,African-American,1,0,1
47,0,Female,African-American,0,0,0
29,1,Female,Hispanic,0,0,0
23,3,Male,African-American,1,1,0
47,2,Female,Hispanic,0,0,0
23,3,Male,Caucasian,1,1,0
22,0,Female,African-American,0,0,0
23,0,Female,Other,0,0,0
26,1,Female,African-American,0,0,0
21,0,Female,African-American,0,0,0
61,0,Female,Caucasian,0,0,0
41,1,Female,Caucasian,0,0,0
30,8,Male,African-American,1,1,0
53,5,Female,African-American,0,0,0
33,1,Male,Hispanic,0,0,0
21,0,Male,Other,0,0,0
31,6,Male,African-American,1,1,0
19,1,Male,African-American,1,1,0
38,10,Male,African-American,0,1,1
31,4,Male,African-American,1,1,0
83,0,Male,Hispanic,0,0,0
21,0,Male,African-American,0,0,0
20,0,Male,Caucasian,0,1,1
27,3,Female,African-American,1,0,1
55,2,Male,Caucasian,1,0,1
25,0,Male,African-American,1,0,1
58,4,Female,African-American,0,0,0
45,1,Male,Caucasian,1,0,1
39,0,Male,Other,0,0,0
24,0,Male,Caucasian,0,1,1
20,0,Male,African-American,1,1,0
61,1,Male,Caucasian,0,0,0
46,0,Male,Caucasian,0,0,0
27,0,Female,Caucasian,1,0,1
30,1,Female,Other,0,0,0
34,0,Male,African-American,0,0,0
32,5,Female,African-American,0,0,0
22,2,Female,Caucasian,0,0,0
23,0,Male,African-American,1,1,0
71,13,Male,Caucasian,0,0,0
47,0,Male,African-American,1,1,0
62,0,Female,Caucasian,0,0,0
34,22,Male,African-American,1,0,1
30,1,Female,Caucasian,0,0,0
57,0,Male,Hispanic,0,0,0
20,0,Male,African-American,1,1,0
46,0,Male,Caucasian,0,0,0
22,2,Male,Caucasian,1,1,0
33,1,Female,Caucasian,0,1,1
28,0,Male,Caucasian,0,1,1
47,0,Male,Caucasian,0,0,0
34,4,Male,Caucasian,0,0,0
28,2,Male,Caucasian,0,1,1
22,3,Male,African-American,1,1,0
25,14,Female,Hispanic,0,1,1
40,8,Male,Caucasian,1,0,1
24,1,Female,Caucasian,0,1,1
23,2,Male,Caucasian,1,1,0
40,8,Male,African-American,1,1,0
30,0,Female,African-American,0,0,0
21,0,Male,Caucasian,0,1,1
32,5,Male,Caucasian,1,1,0
47,3,Male,Caucasian,0,0,0
33,9,Male,African-American,1,1,0
33,19,Male,African-American,1,1,0
23,0,Male,Caucasian,0,0,0
33,3,Male,Hispanic,0,0,0
45,3,Male,Caucasian,1,1,0
31,1,Male,African-American,0,0,0
31,16,Male,Hispanic,1,1,0
29,0,Male,African-American,0,1,1
23,4,Male,African-American,1,1,0
24,1,Female,Caucasian,0,0,0
45,0,Male,Other,0,0,0
57,3,Male,African-American,0,0,0
58,1,Male,Caucasian,0,0,0
45,1,Male,African-American,1,0,1
24,0,Male,Hispanic,0,0,0
46,2,Male,African-American,1,0,1
57,20,Male,African-American,1,1,0
30,12,Male,African-American,1,1,0
27,1,Male,Caucasian,0,0,0
52,7,Male,African-American,1,1,0
28,3,Female,African-American,0,0,0
49,1,Male,African-American,0,1,1
24,2,Male,African-American,1,1,0
63,1,Male,Caucasian,0,0,0
35,1,Male,African-American,0,1,1
32,16,Male,African-American,1,1,0
26,0,Male,African-American,1,0,1
54,0,Male,African-American,0,0,0
37,1,Male,Hispanic,1,0,1
28,5,Female,African-American,0,1,1
37,13,Female,African-American,0,1,1
43,1,Male,Caucasian,0,0,0
28,1,Male,Caucasian,0,1,1
58,1,Male,Hispanic,0,0,0
32,7,Male,African-American,1,1,0
44,6,Male,Caucasian,0,0,0
29,0,Female,Hispanic,1,0,1
47,5,Male,Caucasian,0,0,0
33,12,Male,African-American,1,1,0
21,1,Male,Caucasian,1,1,0
31,0,Female,Caucasian,0,0,0
30,7,Female,Caucasian,0,1,1
41,2,Male,Caucasian,0,0,0
48,1,Female,Caucasian,0,0,0
21,0,Female,Caucasian,0,0,0
21,2,Male,African-American,1,0,1
43,2,Male,Other,1,0,1
21,1,Male,Caucasian,1,1,0
56,8,Male,Hispanic,0,1,1
45,1,Male,African-American,0,0,0
29,16,Male,African-American,1,1,0
50,0,Female,African-American,0,0,0
42,1,Male,African-American,1,0,1
28,11,Male,African-American,1,1,0
45,9,Female,African-American,0,0,0
39,1,Female,African-American,0,0,0
32,3,Female,African-American,0,1,1
26,7,Male,Caucasian,1,1,0
45,3,Male,African-American,0,0,0
25,10,Male,African-American,1,1,0
26,2,Male,African-American,0,1,1
30,0,Male,Caucasian,0,0,0
27,1,Male,Hispanic,0,0,0
33,0,Female,African-American,0,0,0
57,0,Male,Other,0,0,0
39,0,Male,Caucasian,0,0,0
27,13,Male,African-American,1,0,1
34,4,Male,African-American,1,0,1
53,0,Male,Caucasian,0,0,0
25,2,Female,African-American,0,1,1
46,0,Female,African-American,0,0,0
65,4,Male,Caucasian,0,0,0
40,2,Male,African-American,0,0,0
38,3,Male,Hispanic,0,0,0
30,0,Male,African-American,0,0,0
20,1,Male,African-American,1,1,0
44,6,Male,African-American,0,0,0
35,1,Male,Caucasian,0,0,0
30,1,Male,Caucasian,1,1,0
28,9,Male,Caucasian,1,1,0
51,1,Male,Caucasian,0,0,0
41,0,Male,Caucasian,1,0,1
32,4,Male,African-American,0,1,1
21,1,Male,African-American,1,1,0
46,2,Male,Caucasian,0,0,0
19,3,Male,African-American,1,1,0
25,3,Male,Caucasian,0,1,1
46,2,Male,African-American,0,0,0
36,1,Male,African-American,0,1,1
20,3,Female,African-American,0,1,1
46,2,Male,Caucasian,0,0,0
67,0,Male,Caucasian,0,0,0
26,6,Male,African-American,1,0,1
45,0,Male,Other,0,0,0
33,2,Male,Hispanic,0,0,0
25,0,Male,Hispanic,0,1,1
26,1,Female,African-American,1,0,1
27,5,Male,Caucasian,0,0,0
53,15,Male,African-American,1,0,1
31,6,Male,African-American,0,1,1
43,0,Male,Hispanic,1,0,1
47,4,Male,Caucasian,1,0,1
46,1,Male,African-American,1,0,1
24,0,Female,Other,0,0,0
23,0,Male,African-American,0,0,0
50,2,Male,African-American,1,0,1
29,1,Male,African-American,0,0,0
47,5,Male,Caucasian,1,1,0
35,0,Male,Hispanic,0,0,0
35,1,Male,African-American,0,0,0
33,0,Female,Caucasian,0,0,0
40,2,Male,African-American,0,0,0
39,2,Male,African-American,0,1,1
24,10,Male,African-American,1,1,0
24,0,Male,Caucasian,0,0,0
23,2,Male,African-American,1,1,0
24,5,Male,African-American,1,1,0
57,21,Male,Caucasian,1,0,1
37,3,Male,African-American,0,0,0
28,14,Male,African-American,1,1,0
23,0,Female,African-American,0,0,0
32,14,Male,African-American,1,1,0
56,6,Male,African-American,0,0,0
75,1,Male,Caucasian,1,0,1
37,11,Male,African-American,0,1,1
22,1,Female,African-American,0,0,0
44,0,Male,Caucasian,0,0,0
24,1,Male,Other,1,1,0
26,5,Male,African-American,0,1,1
34,12,Male,African-American,0,0,0
35,6,Male,African-American,1,0,1
38,2,Male,African-American,0,0,0
49,0,Male,Caucasian,0,0,0
22,1,Male,Asian,0,0,0
48,1,Female,Caucasian,0,1,1
31,0,Male,Caucasian,0,0,0
25,5,Male,African-American,1,1,0
39,5,Male,Caucasian,0,0,0
20,1,Female,Caucasian,0,0,0
29,11,Male,African-American,1,1,0
20,3,Female,Caucasian,1,1,0
38,1,Female,Caucasian,0,0,0
52,21,Female,African-American,1,1,0
32,19,Male,African-American,1,1,0
55,12,Male,African-American,0,1,1
32,0,Male,African-American,0,0,0
48,0,Female,African-American,0,0,0
40,0,Female,Caucasian,0,0,0
32,1,Female,Caucasian,0,1,1
27,2,Male,African-American,1,1,0
29,7,Male,Caucasian,1,1,0
29,0,Male,African-American,0,1,1
21,1,Male,African-American,1,1,0
27,0,Male,African-American,0,0,0
51,1,Male,African-American,0,0,0
39,11,Female,Caucasian,1,1,0
30,0,Female,Caucasian,0,0,0
31,0,Male,African-American,0,0,0
47,19,Female,African-American,1,1,0
42,0,Female,Caucasian,0,0,0
47,4,Male,African-American,1,1,0
36,2,Male,Caucasian,0,0,0
25,0,Male,Caucasian,1,0,1
57,1,Male,Hispanic,0,0,0
21,2,Male,Hispanic,1,1,0
28,5,Male,African-American,1,1,0
27,1,Male,Caucasian,1,0,1
37,0,Female,Other,1,0,1
23,0,Male,African-American,0,1,1
33,0,Male,Asian,0,0,0
31,0,Male,African-American,0,0,0
50,1,Female,Hispanic,1,0,1
24,0,Female,Caucasian,0,0,0
43,5,Male,Caucasian,0,0,0
33,0,Male,African-American,0,0,0
37,1,Male,Hispanic,0,1,1
31,8,Male,Hispanic,1,1,0
41,0,Female,Hispanic,0,0,0
49,0,Male,Caucasian,0,0,0
34,4,Male,Hispanic,1,0,1
28,0,Male,African-American,1,1,0
25,4,Male,African-American,1,1,0
19,1,Male,Caucasian,1,1,0
37,13,Male,African-American,1,1,0
22,0,Male,Caucasian,0,0,0
51,7,Female,Caucasian,0,1,1
26,4,Male,African-American,0,1,1
31,9,Male,African-American,1,1,0
29,11,Female,African-American,0,1,1
56,1,Male,Caucasian,0,0,0
31,0,Female,African-American,1,0,1
52,0,Male,African-American,0,1,1
26,10,Male,African-American,1,1,0
30,1,Male,African-American,0,0,0
21,2,Male,African-American,1,0,1
33,6,Male,African-American,1,0,1
62,3,Male,African-American,1,0,1
27,1,Male,African-American,0,1,1
32,7,Male,African-American,1,1,0
39,1,Male,Other,0,0,0
21,0,Male,African-American,0,0,0
31,6,Male,Caucasian,1,0,1
21,0,Male,African-American,0,0,0
29,0,Male,Caucasian,1,0,1
31,1,Male,African-American,0,0,0
56,0,Male,Hispanic,0,0,0
24,0,Male,African-American,0,1,1
35,2,Male,Hispanic,0,0,0
50,10,Male,Caucasian,0,1,1
48,0,Male,Caucasian,0,1,1
28,2,Male,Hispanic,0,0,0
43,7,Male,African-American,1,0,1
27,0,Female,African-American,0,0,0
49,0,Male,Other,1,0,1
53,1,Male,Caucasian,0,1,1
26,2,Female,African-American,0,0,0
55,2,Male,Caucasian,0,0,0
23,2,Male,African-American,1,1,0
51,3,Male,African-American,0,0,0
44,4,Female,Caucasian,1,1,0
36,9,Male,African-American,1,0,1
26,1,Male,African-American,0,1,1
45,1,Female,Caucasian,1,0,1
40,3,Male,African-American,0,0,0
23,0,Male,Caucasian,0,0,0
23,6,Male,African-American,1,1,0
24,0,Male,African-American,0,0,0
39,1,Male,African-American,0,1,1
53,1,Male,Caucasian,0,0,0
52,0,Female,Caucasian,0,0,0
22,1,Male,Caucasian,0,1,1
57,0,Female,Caucasian,0,0,0
27,0,Male,African-American,0,0,0
20,4,Male,African-American,1,1,0
33,2,Male,Caucasian,1,0,1
32,1,Female,Caucasian,1,1,0
52,1,Male,Caucasian,0,1,1
31,0,Female,African-American,0,0,0
25,1,Male,African-American,0,1,1
26,4,Female,African-American,0,0,0
42,5,Male,Caucasian,0,0,0
63,0,Male,Caucasian,0,0,0
22,0,Male,African-American,1,1,0
49,6,Male,African-American,1,1,0
47,22,Male,Native American,1,1,0
26,6,Male,African-American,1,1,0
36,1,Male,Caucasian,0,0,0
59,9,Male,African-American,1,1,0
45,2,Male,Hispanic,0,1,1
44,0,Male,African-American,0,1,1
40,0,Male,Hispanic,0,0,0
20,5,Male,African-American,1,1,0
51,1,Female,African-American,0,0,0
30,1,Male,Caucasian,1,0,1
24,9,Male,African-American,1,1,0
34,2,Male,Hispanic,1,0,1
23,1,Male,African-American,0,1,1
23,3,Male,African-American,1,1,0
34,8,Male,African-American,0,1,1
35,5,Female,African-American,1,0,1
36,11,Male,Hispanic,0,0,0
25,1,Male,African-American,1,0,1
39,0,Male,Caucasian,0,0,0
27,4,Male,African-American,1,1,0
38,0,Female,Caucasian,0,0,0
22,0,Male,Caucasian,0,0,0
23,2,Female,African-American,1,0,1
31,0,Female,African-American,0,1,1
52,19,Male,African-American,0,0,0
41,0,Male,Caucasian,0,0,0
25,0,Male,African-American,0,0,0
37,0,Male,African-American,0,1,1
20,1,Male,Caucasian,1,1,0
50,0,Male,Caucasian,0,0,0
39,6,Male,African-American,1,0,1
48,3,Male,African-American,1,0,1
25,4,Male,Caucasian,0,1,1
49,1,Female,Caucasian,0,0,0
30,4,Male,African-American,1,1,0
24,1,Male,Caucasian,0,1,1
37,1,Female,Hispanic,0,0,0
61,4,Male,Caucasian,0,0,0
36,7,Male,African-American,1,0,1
26,0,Male,Other,0,0,0
21,1,Male,African-American,0,1,1
38,1,Female,Caucasian,1,0,1
46,0,Male,Hispanic,0,0,0
43,11,Male,Caucasian,1,0,1
23,0,Male,African-American,0,0,0
37,1,Male,Hispanic,0,0,0
54,1,Female,Caucasian,0,0,0
37,4,Male,African-American,1,0,1
43,0,Female,African-American,0,0,0
25,3,Male,African-American,1,1,0
33,3,Female,African-American,1,0,1
27,0,Male,Caucasian,0,0,0
24,1,Male,African-American,1,0,1
21,3,Male,Other,1,0,1
48,1,Male,Other,0,0,0
21,0,Male,Caucasian,1,1,0
21,3,Male,Caucasian,1,1,0
32,1,Male,Caucasian,0,0,0
24,3,Male,Caucasian,0,1,1
30,12,Male,African-American,1,1,0
51,0,Male,Hispanic,1,0,1
23,0,Male,African-American,1,0,1
27,0,Male,Other,1,0,1
24,9,Male,African-American,1,1,0
41,18,Male,African-American,1,0,1
28,10,Male,African-American,1,1,0
31,3,Male,Caucasian,0,0,0
22,1,Male,African-American,1,1,0
39,1,Male,African-American,0,0,0
20,4,Male,Caucasian,0,1,1
38,8,Male,African-American,0,1,1
45,1,Male,African-American,0,0,0
39,1,Male,Caucasian,0,0,0
21,1,Male,African-American,1,1,0
23,4,Male,African-American,0,1,1
48,4,Male,African-American,0,0,0
26,0,Male,Hispanic,0,0,0
51,3,Male,Hispanic,0,0,0
32,0,Male,African-American,0,0,0
25,2,Male,Caucasian,1,1,0
33,0,Male,African-American,1,0,1
34,5,Female,African-American,1,0,1
37,12,Male,African-American,0,1,1
51,17,Male,African-American,1,1,0
36,5,Male,African-American,0,0,0
30,3,Female,Caucasian,1,0,1
25,6,Male,African-American,1,1,0
